"accuracy","capturedAt","convergenceStatus","latitude","longitude","planterCheckInId","treeUuid"
"3.216","1602113312897","null","47.06802672","-122.93836573","1","null"
"3.216","1602113313914","null","47.0680258","-122.93836355","1","null"
"3.216","1602113314889","null","47.06802295","-122.93836248","1","null"
"3.216","1602113315890","null","47.0680217","-122.93836432","1","null"
"3.216","1602113316901","null","47.06802088","-122.93836791","1","null"
"3.216","1602113317904","null","47.06802206","-122.93837305","1","null"
"3.216","1602113318893","null","47.0680258","-122.93837592","1","null"
"3.216","1602113319890","null","47.06803117","-122.93837482","1","null"
"3.216","1602113320892","null","47.06803212","-122.93837091","1","null"
"3.216","1602113321891","null","47.06803188","-122.93836621","1","null"
"3.216","1602113322894","null","47.06803253","-122.93836525","1","null"
"3.216","1602113323903","null","47.06803377","-122.93836554","1","null"
"3.216","1602113324894","null","47.06803381","-122.93836515","1","null"
"3.216","1602113325893","null","47.06803382","-122.93836495","1","null"
"3.216","1602113326902","null","47.06803287","-122.93836393","1","null"
"3.216","1602113334890","null","47.06803007","-122.93836394","1","null"
"3.216","1602113334933","null","47.06802223","-122.9383752","1","null"
"3.216","1602113335912","NOT_CONVERGED","47.0680223","-122.93837558","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113336903","NOT_CONVERGED","47.06802234","-122.93837573","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113337909","NOT_CONVERGED","47.06802236","-122.93837578","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113338899","NOT_CONVERGED","47.06802238","-122.93837576","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113339912","CONVERGED","47.06802237","-122.93837574","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113340892","CONVERGED","47.06802237","-122.93837572","1","eb2de552-41d8-4f12-85a7-9dd613e8bdfd"
"3.216","1602113341899","null","47.0680224","-122.93837571","1","null"
"3.216","1602113349883","null","47.06799879","-122.93836735","1","null"
"3.216","1602113349925","NOT_CONVERGED","47.06800169","-122.93836557","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113350906","NOT_CONVERGED","47.06800329","-122.93836519","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113351899","NOT_CONVERGED","47.06800411","-122.93836499","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113352904","NOT_CONVERGED","47.06800451","-122.93836486","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113353911","CONVERGED","47.06800471","-122.93836478","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113354889","CONVERGED","47.06800483","-122.93836474","1","87fd6973-719e-4d3c-bced-ee82eb008c78"
"3.216","1602113355930","null","47.06800491","-122.93836473","1","null"
"3.216","1602113356898","null","47.06800499","-122.93836474","1","null"
