"accuracy","capturedAt","convergenceStatus","latitude","longitude","planterCheckInId","treeUuid"
"3.216","1602112652783","null","47.06802354","-122.93834764","1","null"
"3.216","1602112653775","null","47.06802353","-122.93834767","1","null"
"3.216","1602112654785","null","47.06802352","-122.93834769","1","null"
"3.216","1602112655778","null","47.06802351","-122.93834771","1","null"
"3.216","1602112656785","null","47.06802349","-122.93834772","1","null"
"3.216","1602112657778","null","47.06802348","-122.93834774","1","null"
"3.216","1602112658800","null","47.06802347","-122.93834776","1","null"
"3.216","1602112659769","null","47.06802347","-122.93834778","1","null"
"3.216","1602112660778","null","47.06802347","-122.93834779","1","null"
"3.216","1602112661784","null","47.06802346","-122.93834782","1","null"
"3.216","1602112662798","null","47.06802346","-122.93834784","1","null"
"3.216","1602112663775","null","47.06802345","-122.93834784","1","null"
"3.216","1602112664796","null","47.06802344","-122.93834784","1","null"
"3.216","1602112665803","null","47.06802345","-122.93834785","1","null"
"3.216","1602112666782","null","47.06802344","-122.93834786","1","null"
"3.216","1602112667782","null","47.06802343","-122.93834787","1","null"
"3.216","1602112668781","null","47.06802427","-122.93835684","1","null"
"3.216","1602112669765","null","47.06802485","-122.93836373","1","null"
"3.216","1602112670772","null","47.06802565","-122.93836428","1","null"
"3.216","1602112671773","null","47.06802713","-122.93836611","1","null"
"3.216","1602112672782","null","47.06802754","-122.93836791","1","null"
"3.216","1602112673768","null","47.06802884","-122.93836813","1","null"
"3.216","1602112674767","null","47.06803003","-122.9383679","1","null"
"3.216","1602112675768","null","47.06803048","-122.93836769","1","null"
"3.216","1602112676771","null","47.06803068","-122.93836755","1","null"
"3.216","1602112677772","null","47.06803074","-122.9383675","1","null"
"3.216","1602112683595","null","47.06802911","-122.93836922","1","null"
"3.216","1602112683775","NOT_CONVERGED","47.06802927","-122.9383664","1","4c08af00-3d5d-484b-a044-5d6006b38b8c"
"3.216","1602112684769","NOT_CONVERGED","47.06802999","-122.93836529","1","4c08af00-3d5d-484b-a044-5d6006b38b8c"
"3.216","1602112685777","NOT_CONVERGED","47.06803036","-122.93836478","1","4c08af00-3d5d-484b-a044-5d6006b38b8c"
"3.216","1602112686787","NOT_CONVERGED","47.06803052","-122.93836457","1","4c08af00-3d5d-484b-a044-5d6006b38b8c"
