"accuracy","capturedAt","convergenceStatus","latitude","longitude","planterCheckInId","treeUuid"
"3.216","1602111658407","null","47.06803299","-122.9383784","1","null"
"3.216","1602111659402","null","47.06803302","-122.93837837","1","null"
"3.216","1602111660402","null","47.06803306","-122.93837835","1","null"
"3.216","1602111662316","null","47.06803309","-122.93837836","1","null"
"3.216","1602111664235","null","47.06803311","-122.93837847","1","null"
"3.216","1602111664403","null","47.06803356","-122.93837951","1","null"
"3.216","1602111665406","null","47.0680344","-122.93838079","1","null"
"3.216","1602111666425","null","47.06803484","-122.93838134","1","null"
"3.216","1602111667416","null","47.06803507","-122.93838161","1","null"
"3.216","1602111668405","NOT_CONVERGED","47.06803522","-122.93838171","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111669424","NOT_CONVERGED","47.0680353","-122.9383818","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111670436","NOT_CONVERGED","47.0680353","-122.93838187","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111671425","NOT_CONVERGED","47.06803537","-122.93838285","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111672426","CONVERGED","47.06803525","-122.93838366","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111673447","CONVERGED","47.06803495","-122.93838393","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111674402","CONVERGED","47.06803481","-122.9383841","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111675617","null","47.06803475","-122.9383842","1","03ebc748-662c-41b2-a3c5-93b533f0f9b9"
"3.216","1602111676408","null","47.06803472","-122.93838425","1","null"
"3.216","1602111679032","null","47.06803473","-122.93838432","1","null"
"3.216","1602111679426","null","47.06803145","-122.93838626","1","null"
"3.216","1602111680438","null","47.0680226","-122.93838462","1","null"
"3.216","1602111681423","NOT_CONVERGED","47.06801374","-122.93838135","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111682411","NOT_CONVERGED","47.06800744","-122.93837604","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111683417","NOT_CONVERGED","47.06800324","-122.9383735","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111684423","NOT_CONVERGED","47.06800678","-122.93836827","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111685425","CONVERGED","47.06800931","-122.93836731","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111686532","CONVERGED","47.06801112","-122.93836685","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111687407","CONVERGED","47.06801204","-122.93836656","1","f859d211-a2ee-4e1e-9017-e1e21a036ee5"
"3.216","1602111688423","null","47.0680125","-122.93836637","1","null"
"3.216","1602111691313","null","47.06801274","-122.93836623","1","null"
"3.216","1602111691327","null","47.06801156","-122.93836498","1","null"
"3.216","1602111691428","null","47.06800814","-122.93836714","1","null"
"3.216","1602111692428","null","47.06800123","-122.93836749","1","null"
"3.216","1602111693430","NOT_CONVERGED","47.06799228","-122.93836605","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
"3.216","1602111694417","NOT_CONVERGED","47.06798477","-122.93836643","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
"3.216","1602111695425","NOT_CONVERGED","47.06797757","-122.93836854","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
"3.216","1602111696428","NOT_CONVERGED","47.06797503","-122.93836932","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
"3.216","1602111697426","CONVERGED","47.06797387","-122.93836847","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
"3.216","1602111698403","CONVERGED","47.06797322","-122.938366","1","452cc632-047f-47bc-8d8a-6ab68c8f10e8"
