"accuracy","capturedAt","convergenceStatus","latitude","longitude","planterCheckInId","treeUuid"
"3.216","1602112137406","null","47.06802584","-122.93836843","1","null"
"3.216","1602112138411","null","47.06802832","-122.93836841","1","null"
"3.216","1602112139399","null","47.06803062","-122.93836564","1","null"
"3.216","1602112140403","null","47.06803036","-122.93836355","1","null"
"3.216","1602112141403","null","47.06803024","-122.9383625","1","null"
"3.216","1602112142404","null","47.06802765","-122.93836331","1","null"
"3.216","1602112143404","null","47.06802628","-122.9383639","1","null"
"3.216","1602112144415","null","47.0680256","-122.93836423","1","null"
"3.216","1602112148679","null","47.06802509","-122.93836712","1","null"
"3.216","1602112149426","NOT_CONVERGED","47.06802589","-122.93837398","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112150424","NOT_CONVERGED","47.06802628","-122.93837882","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112151451","NOT_CONVERGED","47.06802795","-122.93837781","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112152420","NOT_CONVERGED","47.06802854","-122.9383779","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112153427","CONVERGED","47.06802886","-122.93837793","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112154406","CONVERGED","47.06802904","-122.93837795","1","56c0333b-1249-4017-a473-bc2fe10737eb"
"3.216","1602112155417","null","47.06802911","-122.93837797","1","null"
"3.216","1602112156411","null","47.06802766","-122.93837855","1","null"
"3.216","1602112160152","null","47.06800925","-122.93838324","1","null"
"3.216","1602112160414","NOT_CONVERGED","47.06800291","-122.93838097","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112161413","NOT_CONVERGED","47.0679978","-122.93838042","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112162409","NOT_CONVERGED","47.06799361","-122.93838362","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112163423","NOT_CONVERGED","47.06799285","-122.93838989","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112164430","CONVERGED","47.06799319","-122.93839381","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112165442","CONVERGED","47.06799323","-122.93839048","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112166407","CONVERGED","47.06799312","-122.93838798","1","b2a62da8-de5f-4649-b07d-941664d1b661"
"3.216","1602112167416","null","47.06799307","-122.93838673","1","null"
"3.216","1602112171710","null","47.06798119","-122.93838405","1","null"
"3.216","1602112172412","NOT_CONVERGED","47.06797504","-122.93838136","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112173427","NOT_CONVERGED","47.06797128","-122.93837669","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112174416","NOT_CONVERGED","47.06797177","-122.93837224","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112175425","NOT_CONVERGED","47.0679708","-122.93837193","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112176418","CONVERGED","47.06797114","-122.93837113","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112177405","CONVERGED","47.0679713","-122.93837072","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112178517","CONVERGED","47.06797137","-122.93837054","1","3f3740b2-f5b4-4ecb-9e1f-9d56443ea3fc"
"3.216","1602112179398","null","47.06797139","-122.93837047","1","null"
"3.216","1602112183383","null","47.06795794","-122.93836928","1","null"
"3.216","1602112183417","NOT_CONVERGED","47.06794929","-122.9383674","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112184417","NOT_CONVERGED","47.06794365","-122.93836573","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112185420","NOT_CONVERGED","47.06793947","-122.93836548","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112186427","NOT_CONVERGED","47.06793984","-122.93836652","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112187422","CONVERGED","47.06794128","-122.93836524","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112188499","CONVERGED","47.06794241","-122.93836421","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112189405","CONVERGED","47.06794323","-122.93836497","1","0dac81aa-cbd5-4433-b4c0-a48875e32eee"
"3.216","1602112190404","null","47.06794366","-122.93836539","1","null"
"3.216","1602112194964","null","47.06792995","-122.93836989","1","null"
"3.216","1602112195430","NOT_CONVERGED","47.06792357","-122.93837304","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112196415","NOT_CONVERGED","47.06792059","-122.93837661","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112197424","NOT_CONVERGED","47.06792089","-122.93838152","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112198425","NOT_CONVERGED","47.06792481","-122.938382","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112199425","CONVERGED","47.06792885","-122.93837667","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112200398","CONVERGED","47.06793037","-122.9383753","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112201581","CONVERGED","47.06793112","-122.93837459","1","49ec328a-ce12-40b6-a3ca-ed2581ddb30c"
"3.216","1602112202400","null","47.06793148","-122.93837421","1","null"
"3.216","1602112206669","null","47.06791778","-122.93837068","1","null"
"3.216","1602112207414","NOT_CONVERGED","47.06791241","-122.93837377","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112208410","NOT_CONVERGED","47.06790721","-122.93837696","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112209426","NOT_CONVERGED","47.06790323","-122.93837866","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112210408","NOT_CONVERGED","47.06790306","-122.93837684","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112211432","CONVERGED","47.06790587","-122.93838045","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112212426","CONVERGED","47.06790703","-122.93838305","1","e731bce6-a402-41da-a349-8ee020384b55"
"3.216","1602112213409","null","47.0679076","-122.93838436","1","null"
"3.216","1602112218312","null","47.06790788","-122.93838503","1","null"
"3.216","1602112218335","null","47.06790805","-122.93835855","1","null"
"3.216","1602112218419","NOT_CONVERGED","47.0679075","-122.93834964","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112219434","NOT_CONVERGED","47.06790496","-122.9383475","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112220432","NOT_CONVERGED","47.06790264","-122.93834604","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112221429","NOT_CONVERGED","47.06790098","-122.93834838","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112222430","CONVERGED","47.06790046","-122.93835156","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112223465","CONVERGED","47.06789984","-122.93835267","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112224409","CONVERGED","47.06789942","-122.93835239","1","0c50a35b-4111-493b-8bec-064231d628a8"
"3.216","1602112225409","null","47.06789922","-122.93835221","1","null"
"3.216","1602112230040","null","47.06791582","-122.93835583","1","null"
"3.216","1602112230426","NOT_CONVERGED","47.06792356","-122.93835304","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112231425","NOT_CONVERGED","47.06793014","-122.93834963","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112232431","NOT_CONVERGED","47.0679357","-122.93834937","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112233415","NOT_CONVERGED","47.0679361","-122.93835587","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112234419","CONVERGED","47.06793438","-122.93835744","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112235405","CONVERGED","47.06793407","-122.9383575","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112236657","CONVERGED","47.06793429","-122.93835837","1","47b2c10f-eee6-4341-ad76-02d8258c6241"
"3.216","1602112237416","null","47.06793438","-122.93835878","1","null"
"3.216","1602112242076","null","47.0679536","-122.93835838","1","null"
"3.216","1602112242436","NOT_CONVERGED","47.06795914","-122.93835385","1","818c06d2-3d5c-4396-8634-5f6e0af622e6"
"3.216","1602112243410","NOT_CONVERGED","47.06796431","-122.93835023","1","818c06d2-3d5c-4396-8634-5f6e0af622e6"
"3.216","1602112244426","NOT_CONVERGED","47.06796905","-122.93834699","1","818c06d2-3d5c-4396-8634-5f6e0af622e6"
"3.216","1602112245410","NOT_CONVERGED","47.06797021","-122.93834713","1","818c06d2-3d5c-4396-8634-5f6e0af622e6"
"3.216","1602112246427","CONVERGED","47.06796968","-122.93834814","1","818c06d2-3d5c-4396-8634-5f6e0af622e6"
