,accuracy,capturedAt,convergenceStatus,latitude,longitude,planterCheckInId,treeUuid
3644,6,1601878705039,CONVERGED,-6.65918719792668,37.62155491119072,1,47852ebf-18bc-4904-923a-7745e88a38a7
3654,6,1601878721770,CONVERGED,-6.6591869138502595,37.62153265219686,1,88eedc79-6cf1-4efb-9af7-a9a9fde7fea0
3668,6,1601878745588,CONVERGED,-6.659211526307881,37.6214947685184,1,943838eb-cad5-4988-baa5-d2233e3fb863
3682,8,1601878760339,CONVERGED,-6.659211824916494,37.621473088639654,1,aa4b87d2-8392-4deb-8725-930fceff0f30
3707,8,1601878785427,CONVERGED,-6.659231385343528,37.621386051074,1,b9e963af-ef57-4c83-8467-0a22b1d3d808
3722,6,1601878800879,CONVERGED,-6.659215890070651,37.62137435541344,1,cd3e4c69-5b92-42ca-ae10-19584585e312
3736,8,1601878819132,CONVERGED,-6.659203959946892,37.621366865108435,1,8cdd808d-6b3f-44ff-a9ae-a686c400df56
3750,8,1601878835548,CONVERGED,-6.659223299349183,37.62131699102825,1,ef4daf78-19d7-4afc-ad67-8c4c1b4cb392
3764,6,1601878851464,CONVERGED,-6.659229311920782,37.621333711667965,1,d5492797-d01d-46b6-a8dc-e8e55609b0bd
3777,6,1601878866664,CONVERGED,-6.659273448066813,37.62129254163547,1,17d12899-3d55-4972-95aa-35523087b5d9
3791,8,1601878883240,CONVERGED,-6.6592653531525725,37.621274733838426,1,3cabfec3-a7e7-403c-a9f8-eda568934cc4
3806,6,1601878901291,CONVERGED,-6.659264614388128,37.621254619398044,1,a8c4424b-f03c-4ab9-a451-557a0a3eba54
3822,8,1601878920603,CONVERGED,-6.6592898574414185,37.62118909492453,1,f6da677f-9eed-479d-952e-397640024a41
3834,6,1601878937133,CONVERGED,-6.6592993721113185,37.62118276368301,1,c8b2d65a-a8d9-471b-853f-70455b070a97
3857,6,1601878963608,CONVERGED,-6.659277783294167,37.621166378991354,1,49d9d3b7-9c4c-41be-b9b3-1baf54d40445
3879,8,1601878993733,CONVERGED,-6.6593090436890545,37.62116510074585,1,19eca08c-037e-4592-aa72-be8f038611d3
